,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City
8415,0xaf9e,MUMRES15DEL02,25.000000,4.000000,19.176269,72.836721,19.256269,72.916721,29-03-2022,18:20,18:35,Cloudy,Medium,2,Snack,electric_scooter,1.000000,No,Metropolitian
8416,0xc0c,HYDRES15DEL01,34.000000,4.100000,17.459710,78.368855,17.469710,78.378855,05-04-2022,9:45,9:50,Stormy,Low,0,Drinks,motorcycle,1.000000,No,Metropolitian
8417,0x90ca,SURRES12DEL01,28.000000,4.900000,21.183434,72.814492,21.253434,72.884492,04-04-2022,23:60,24:15,Fog,Low,1,Snack,scooter,0.000000,No,Metropolitian
8418,0x7aec,RANCHIRES15DEL01,36.000000,4.900000,23.369746,85.339820,23.379746,85.349820,24-03-2022,10:50,10:60,Cloudy,Low,1,Snack,motorcycle,1.000000,No,Metropolitian
8419,0x3a36,RANCHIRES19DEL02,35.000000,4.600000,23.333017,85.317200,23.463017,85.447200,18-03-2022,19:35,19:45,Sunny,Jam,0,Snack,motorcycle,1.000000,No,Metropolitian
8420,0x6f4d,BANGRES02DEL03,36.000000,4.400000,12.970221,77.645396,13.030221,77.705396,15-03-2022,23:35,23:40,Sandstorms,Low,0,Meal,motorcycle,1.000000,No,Metropolitian
8421,0x3d39,CHENRES12DEL03,24.000000,4.800000,12.972793,80.249982,13.062793,80.339982,14-03-2022,23:20,23:25,Cloudy,Low,2,Drinks,motorcycle,1.000000,No,Metropolitian
8422,0x3978,HYDRES13DEL02,30.000000,4.600000,17.431477,78.400350,17.511477,78.480350,25-03-2022,17:20,17:35,Fog,Medium,2,Meal,motorcycle,1.000000,No,Urban
8423,0x643b,BANGRES17DEL01,28.000000,5.000000,12.972532,77.608179,13.012532,77.648179,15-03-2022,14:20,14:30,Windy,High,1,Meal,motorcycle,1.000000,No,Urban
8424,0x577,VADRES17DEL02,50.00,6.00,0.00,0.00,0.05,0.05,03-03-2022,NaN,22:20,NaN,NaN,3,Meal,electric_scooter,1.00,No,Metropolitian
8425,0xcf81,KOLRES20DEL03,26.000000,4.900000,22.514119,88.362504,22.544119,88.392504,13-02-2022,20:35,20:50,Cloudy,Jam,0,Buffet,motorcycle,0.000000,No,Urban
8426,0xc8de,DEHRES20DEL02,22.00,4.90,0.00,0.00,0.05,0.05,17-02-2022,23:25,23:35,Sunny,Low,0,Buffet,motorcycle,1.00,No,Urban
8427,0x469a,COIMBRES20DEL02,25.000000,4.900000,10.994136,76.963303,11.044136,77.013303,15-03-2022,17:30,17:35,Fog,Medium,0,Snack,motorcycle,0.000000,No,Metropolitian
8428,0xc9db,KNPRES02DEL02,23.000000,4.800000,26.471617,80.313564,26.551617,80.393564,12-02-2022,22:30,22:45,Windy,Low,1,Meal,motorcycle,0.000000,No,Metropolitian
8429,0xcfa0,KNPRES13DEL03,27.000000,4.700000,26.481547,80.299775,26.571547,80.389775,14-02-2022,17:50,17:60,Sandstorms,Medium,2,Snack,motorcycle,1.000000,No,Metropolitian
8430,0x5b55,JAPRES17DEL03,35.000000,5.000000,26.892312,75.806896,26.952313,75.866896,05-04-2022,23:10,23:25,Fog,Low,2,Drinks,electric_scooter,1.000000,No,Metropolitian
8431,0x3403,HYDRES20DEL03,37.000000,4.700000,17.483216,78.552111,17.513216,78.582111,01-03-2022,18:60,19:05,Sunny,Medium,1,Buffet,scooter,0.000000,No,Metropolitian
8432,0xd19c,ALHRES19DEL01,35.000000,4.500000,25.457116,81.859682,25.527116,81.929682,18-02-2022,17:55,17:60,Stormy,Medium,2,Drinks,motorcycle,1.000000,No,Metropolitian
8433,0x7779,SURRES04DEL02,35.000000,3.400000,21.173493,72.801953,21.253493,72.881953,02-04-2022,23:60,24:10,Sunny,Low,0,Buffet,motorcycle,1.000000,No,Metropolitian
8434,0x5608,INDORES04DEL01,22.000000,4.500000,22.753659,75.903365,22.793659,75.943365,19-03-2022,16:50,16:55,Cloudy,Medium,0,Buffet,motorcycle,1.000000,No,Metropolitian
8435,0x9856,SURRES15DEL01,36.000000,4.200000,21.160522,72.771477,21.200522,72.811477,01-03-2022,14:15,14:25,Sandstorms,High,1,Snack,motorcycle,1.000000,No,Metropolitian
8436,0xd4f0,KOLRES07DEL03,27.000000,4.500000,22.547186,88.350680,22.577185,88.380680,13-02-2022,17:35,17:45,Sunny,Medium,0,Meal,motorcycle,1.000000,No,Metropolitian
8437,0x3293,CHENRES08DEL01,38.000000,4.200000,13.022394,80.242439,13.132394,80.352439,20-03-2022,19:40,19:50,Stormy,Jam,0,Buffet,motorcycle,0.000000,No,Metropolitian
8438,0x84c0,JAPRES08DEL03,32.000000,4.700000,26.910262,75.783013,26.940262,75.813013,24-03-2022,17:50,18:05,Windy,Medium,2,Drinks,motorcycle,1.000000,No,Metropolitian
8439,0x87db,MUMRES03DEL01,23.000000,4.900000,19.223840,72.841347,19.293840,72.911347,25-03-2022,19:60,20:15,Stormy,Jam,1,Meal,motorcycle,1.000000,No,Metropolitian
8440,0x5535,CHENRES15DEL01,39.000000,4.800000,13.026286,80.275235,13.096286,80.345235,20-03-2022,17:30,17:45,Sunny,Medium,1,Snack,motorcycle,1.000000,No,Metropolitian
8441,0x4d1b,INDORES16DEL03,21.000000,5.000000,22.744648,75.894377,22.804648,75.954377,21-03-2022,21:10,21:15,Fog,Jam,0,Buffet,motorcycle,1.000000,No,Metropolitian
8442,0x92e2,MYSRES11DEL02,34.000000,4.000000,12.323225,76.630028,12.373225,76.680028,21-03-2022,20:45,20:55,Cloudy,Jam,0,Meal,motorcycle,0.000000,No,Urban
8443,0x26b3,CHENRES02DEL03,28.000000,3.500000,13.086438,80.220672,13.146439,80.280672,03-04-2022,20:25,20:40,Sunny,Jam,0,Snack,motorcycle,1.000000,No,Semi-Urban
8444,0xb47a,COIMBRES010DEL01,21.000000,4.700000,11.003008,76.975440,11.113008,77.085440,18-03-2022,22:10,22:15,Fog,Low,1,Meal,scooter,0.000000,No,Urban
8445,0x2a2e,JAPRES15DEL02,32.000000,4.900000,26.891191,75.802083,27.021191,75.932083,06-03-2022,22:60,23:05,Fog,Low,1,Meal,scooter,1.000000,No,Urban
8446,0xce9,COIMBRES08DEL02,NaN,NaN,11.001852,76.976268,11.051852,77.026268,13-03-2022,NaN,21:05,Windy,Jam,1,Buffet,scooter,1.000000,No,Metropolitian
8447,0x78f7,CHENRES20DEL03,38.000000,4.200000,12.975996,80.221898,13.065996,80.311898,08-03-2022,21:10,21:20,Sandstorms,Jam,1,Buffet,motorcycle,2.000000,No,Metropolitian
8448,0x48d1,INDORES15DEL03,20.000000,4.900000,22.760072,75.892574,22.850072,75.982574,02-03-2022,20:20,20:35,Sandstorms,Jam,2,Meal,scooter,0.000000,No,Metropolitian
8449,0x34a0,COIMBRES13DEL01,22.000000,4.600000,11.003669,76.976494,11.113669,77.086494,16-03-2022,21:20,21:35,Stormy,Jam,0,Snack,motorcycle,2.000000,No,Urban
8450,0xd6a,PUNERES18DEL01,NaN,NaN,18.593481,73.785901,18.703481,73.895901,12-03-2022,19:20,19:25,Fog,Jam,2,Meal,motorcycle,2.000000,No,Metropolitian
8451,0xd075,GOARES01DEL03,27.000000,4.700000,15.576683,73.755750,15.606683,73.785750,13-02-2022,23:10,23:20,Sandstorms,Low,2,Drinks,scooter,0.000000,No,Urban
8452,0x739a,COIMBRES11DEL02,33.000000,4.900000,11.001753,76.986241,11.051753,77.036241,30-03-2022,21:45,21:50,Fog,Jam,0,Meal,motorcycle,1.000000,No,Metropolitian
8453,0xb488,COIMBRES18DEL01,22.000000,4.300000,11.020910,76.940432,11.130910,77.050432,02-03-2022,19:15,19:20,Cloudy,Jam,1,Meal,motorcycle,2.000000,No,Metropolitian
8454,0xc86c,BHPRES15DEL03,34.000000,4.800000,23.234249,77.434007,23.264249,77.464007,13-02-2022,22:50,22:60,Sandstorms,Low,1,Snack,motorcycle,1.000000,No,Metropolitian
8455,0x60da,MUMRES18DEL01,23.000000,4.600000,19.109300,72.825451,19.179300,72.895451,04-04-2022,22:55,23:10,Sandstorms,Low,0,Meal,motorcycle,0.000000,No,Metropolitian
8456,0x6794,SURRES19DEL03,39.000000,4.600000,21.149669,72.772629,21.179669,72.802629,01-03-2022,22:25,22:35,Cloudy,Low,0,Drinks,motorcycle,0.000000,No,Metropolitian
8457,0x9171,CHENRES06DEL01,31.000000,4.800000,13.054347,80.257221,13.164347,80.367221,29-03-2022,17:20,17:30,Fog,Medium,0,Meal,motorcycle,2.000000,No,Metropolitian
8458,0x90b9,PUNERES010DEL02,21.000000,4.600000,18.539299,73.897902,18.589299,73.947902,03-04-2022,19:30,19:45,Windy,Jam,2,Meal,electric_scooter,1.000000,No,Urban
8459,0x360e,PUNERES20DEL01,28.000000,4.800000,18.592718,73.773572,18.632718,73.813572,09-03-2022,13:10,13:20,Stormy,High,1,Snack,motorcycle,1.000000,No,Metropolitian
8460,0xcc73,LUDHRES09DEL03,24.000000,4.900000,30.885814,75.786976,30.945814,75.846976,17-02-2022,18:20,18:25,Cloudy,Medium,2,Drinks,scooter,1.000000,No,Urban
8461,0x5db4,CHENRES18DEL03,21.000000,4.900000,12.981615,80.231598,13.041615,80.291598,19-03-2022,22:20,22:25,Cloudy,Low,0,Meal,motorcycle,1.000000,No,Metropolitian
8462,0x2f76,PUNERES14DEL02,35.000000,4.900000,18.516216,73.842527,18.536216,73.862527,01-03-2022,11:20,11:25,Sunny,High,2,Buffet,scooter,1.000000,No,Metropolitian
8463,0xca5a,ALHRES16DEL01,24.000000,4.200000,25.450377,81.834236,25.490377,81.874236,11-02-2022,12:40,12:55,Sandstorms,High,0,Drinks,motorcycle,1.000000,No,Metropolitian
8464,0x1520,HYDRES05DEL01,29.000000,4.700000,17.433809,78.386744,17.443809,78.396744,11-03-2022,10:20,10:25,Cloudy,Low,0,Buffet,motorcycle,0.000000,No,Metropolitian
8465,0x22bd,CHENRES08DEL03,38.000000,4.900000,13.022394,80.242439,13.082394,80.302439,01-03-2022,22:40,22:45,Sunny,Low,2,Buffet,motorcycle,0.000000,No,Metropolitian
8466,0xc4ab,KNPRES07DEL03,21.000000,4.600000,26.472001,80.354002,26.562001,80.444002,18-02-2022,20:35,20:40,Cloudy,Jam,1,Buffet,motorcycle,1.000000,No,Metropolitian
8467,0x9ab9,JAPRES03DEL03,31.000000,4.500000,26.913483,75.803139,26.973483,75.863139,03-04-2022,20:30,20:40,Windy,Jam,2,Drinks,scooter,1.000000,No,Metropolitian
8468,0xc2af,KOCRES04DEL02,20.000000,4.700000,9.966783,76.242981,10.096783,76.372981,18-02-2022,22:60,23:15,Sunny,Low,0,Drinks,motorcycle,0.000000,No,Metropolitian
8469,0xda61,ALHRES18DEL01,28.000000,4.300000,25.450317,81.831681,25.520317,81.901681,18-02-2022,18:20,18:35,Windy,Medium,0,Snack,motorcycle,2.000000,No,Metropolitian
8470,0x92fc,SURRES03DEL01,37.000000,3.500000,21.186884,72.793616,21.256884,72.863616,06-03-2022,22:10,22:15,Cloudy,Low,1,Meal,motorcycle,1.000000,No,Metropolitian
8471,0xc99,SURRES07DEL01,36.000000,4.500000,21.170798,72.790489,21.180798,72.800489,26-03-2022,10:25,10:40,Cloudy,Low,1,Buffet,scooter,0.000000,No,Metropolitian
8472,0x7df7,COIMBRES04DEL01,30.000000,3.900000,11.024839,77.007003,11.094839,77.077003,20-03-2022,22:40,22:55,Fog,Low,1,Meal,motorcycle,1.000000,No,Metropolitian
8473,0x38cc,MYSRES07DEL03,22.000000,5.000000,12.325461,76.632278,12.415461,76.722278,27-03-2022,20:10,20:15,Sandstorms,Jam,1,Drinks,motorcycle,1.000000,No,Metropolitian
8474,0xca70,DEHRES15DEL02,25.00,4.90,0.00,0.00,0.08,0.08,18-02-2022,18:30,18:45,Sunny,Medium,0,Snack,motorcycle,1.00,No,Urban
8475,0xd948,KNPRES17DEL01,22.000000,4.600000,26.483042,80.317833,26.593042,80.427833,18-02-2022,18:35,18:40,Windy,Medium,0,Meal,motorcycle,1.000000,No,Metropolitian
8476,0x872,BANGRES03DEL02,NaN,NaN,12.979166,77.640709,13.029166,77.690709,17-03-2022,NaN,23:40,Stormy,Low,1,Buffet,scooter,1.000000,No,Urban
8477,0x295c,MUMRES09DEL01,NaN,NaN,18.994049,72.825203,19.034049,72.865203,05-03-2022,NaN,12:60,Fog,High,2,Buffet,scooter,1.000000,No,Metropolitian
8478,0x5e5e,BANGRES16DEL03,39.000000,4.900000,13.029198,77.570997,13.089198,77.630997,15-03-2022,22:35,22:50,Windy,Low,1,Drinks,scooter,0.000000,No,Metropolitian
8479,0x2d4b,SURRES08DEL01,39.000000,4.600000,21.173343,72.792731,21.183343,72.802731,03-03-2022,9:10,9:20,Cloudy,Low,2,Snack,scooter,1.000000,No,Metropolitian
8480,0x58b9,PUNERES02DEL02,27.000000,4.800000,18.551440,73.804855,18.681440,73.934855,29-03-2022,22:20,22:30,Fog,Low,2,Buffet,electric_scooter,0.000000,No,Metropolitian
8481,0x8712,MUMRES18DEL02,34.000000,4.900000,19.109300,72.825451,19.159300,72.875451,15-03-2022,17:25,17:30,Sandstorms,Medium,0,Drinks,motorcycle,1.000000,No,Metropolitian
8482,0xdddc,BHPRES14DEL02,29.00,4.90,0.00,0.00,0.05,0.05,13-02-2022,18:40,18:50,Stormy,Medium,2,Drinks,motorcycle,1.00,No,Urban
8483,0x4346,PUNERES05DEL01,23.000000,4.800000,18.543626,73.905101,18.653626,74.015101,16-03-2022,22:60,23:05,Windy,Low,0,Drinks,motorcycle,1.000000,No,Metropolitian
8484,0x6344,COIMBRES18DEL02,20.000000,4.900000,11.020910,76.940432,11.150910,77.070432,06-03-2022,20:55,20:60,Fog,Jam,0,Meal,motorcycle,1.000000,No,Metropolitian
8485,0x50ca,MYSRES09DEL03,21.000000,4.800000,12.323194,76.630583,12.383194,76.690583,05-04-2022,19:15,19:25,Fog,Jam,0,Snack,motorcycle,1.000000,No,NaN
8486,0x6cc0,COIMBRES07DEL03,34.000000,4.900000,10.961850,76.971082,11.051850,77.061082,04-03-2022,22:45,22:55,Fog,Low,1,Meal,motorcycle,0.000000,No,Metropolitian
8487,0x351d,SURRES17DEL01,29.000000,4.600000,21.149569,72.772697,21.219569,72.842697,06-04-2022,22:30,22:35,Windy,Low,2,Buffet,scooter,1.000000,No,Urban
8488,0x98b,MYSRES14DEL01,36.00,5.00,0.00,0.00,0.11,0.11,10-03-2022,23:45,23:60,Windy,Low,0,Drinks,motorcycle,0.00,No,Metropolitian
8489,0x4cb1,JAPRES09DEL01,30.000000,4.500000,26.911378,75.789034,26.981378,75.859034,06-03-2022,20:40,20:55,Windy,Jam,2,Buffet,electric_scooter,1.000000,No,Metropolitian
8490,0xd8ff,ALHRES17DEL02,21.000000,4.700000,25.452350,81.841889,25.472350,81.861889,11-02-2022,8:10,8:25,Sunny,Low,1,Drinks,scooter,1.000000,No,Metropolitian
8491,0x9191,INDORES11DEL01,34.000000,4.100000,22.751234,75.889490,22.861234,75.999490,02-04-2022,20:40,20:55,Windy,Jam,2,Snack,motorcycle,1.000000,No,Metropolitian
8492,0x780,RANCHIRES02DEL03,38.00,4.80,0.00,0.00,0.06,0.06,07-03-2022,19:25,19:40,Cloudy,Jam,1,Buffet,motorcycle,1.00,No,Metropolitian
8493,0xa055,CHENRES18DEL02,26.000000,5.000000,12.981615,80.231598,13.001615,80.251598,05-04-2022,9:45,9:50,Windy,Low,1,Drinks,motorcycle,NaN,No,Metropolitian
8494,0x950c,RANCHIRES15DEL02,37.000000,4.200000,23.369746,85.339820,23.449746,85.419820,02-03-2022,19:45,19:60,Fog,Jam,2,Drinks,scooter,2.000000,No,Metropolitian
8495,0xc3f0,BHPRES16DEL02,38.000000,4.400000,23.264015,77.408236,23.314015,77.458236,11-02-2022,18:20,18:35,Fog,Medium,0,Snack,motorcycle,1.000000,No,Metropolitian
8496,0x5ad1,COIMBRES16DEL03,36.000000,4.500000,11.010375,76.952950,11.040375,76.982950,05-03-2022,22:35,22:45,Fog,Low,0,Meal,motorcycle,1.000000,No,Metropolitian
8497,0x411f,RANCHIRES18DEL01,29.000000,4.900000,23.351489,85.324253,23.391489,85.364253,26-03-2022,16:35,16:45,Sunny,Medium,1,Buffet,motorcycle,1.000000,No,Metropolitian
8498,0xb4b4,CHENRES09DEL01,31.000000,4.900000,13.044694,80.261470,13.154694,80.371470,04-03-2022,18:45,18:55,Sunny,Medium,1,Meal,motorcycle,1.000000,No,Metropolitian
8499,0xa4fd,COIMBRES14DEL01,24.000000,4.600000,11.003681,76.975525,11.013681,76.985525,17-03-2022,8:25,8:40,Sandstorms,Low,1,Snack,scooter,1.000000,No,Metropolitian
8500,0xa482,INDORES18DEL03,22.000000,4.500000,22.753839,75.897429,22.783839,75.927429,03-04-2022,20:25,20:30,Windy,Jam,1,Buffet,motorcycle,0.000000,No,Metropolitian
8501,0x8ed9,SURRES09DEL01,23.000000,4.700000,21.175975,72.795503,21.185975,72.805503,24-03-2022,11:50,11:60,Sunny,High,2,Buffet,scooter,0.000000,No,Urban
8502,0xa1ca,CHENRES04DEL02,30.000000,4.800000,13.029780,80.208812,13.079780,80.258812,24-03-2022,20:25,20:40,Sandstorms,Jam,1,Drinks,scooter,1.000000,No,Metropolitian
8503,0x45d8,SURRES05DEL02,35.000000,4.600000,21.175104,72.804342,21.195104,72.824342,19-03-2022,9:10,9:15,Cloudy,Low,2,Snack,electric_scooter,1.000000,No,Urban
8504,0x185b,JAPRES03DEL02,31.000000,4.400000,26.913483,75.803139,26.993483,75.883139,02-03-2022,18:30,18:45,Windy,Medium,0,Meal,motorcycle,1.000000,No,Metropolitian
8505,0xc66,SURRES11DEL02,21.000000,4.800000,21.157735,72.768778,21.237735,72.848778,06-03-2022,20:50,20:60,Windy,Jam,2,Drinks,motorcycle,0.000000,No,Metropolitian
8506,0xae5e,INDORES02DEL02,23.000000,4.600000,22.651847,75.881991,22.701847,75.931991,30-03-2022,22:30,22:40,Cloudy,Low,0,Meal,motorcycle,0.000000,No,Metropolitian
8507,0xa6f,INDORES14DEL02,37.000000,4.900000,22.761593,75.886362,22.891593,76.016362,04-04-2022,20:20,20:25,Sunny,Jam,0,Drinks,motorcycle,1.000000,No,Metropolitian
8508,0x7833,MYSRES13DEL01,24.000000,4.800000,12.310972,76.659264,12.380972,76.729264,14-03-2022,23:35,23:45,Stormy,Low,1,Meal,scooter,1.000000,No,Metropolitian
8509,0x52ea,SURRES11DEL02,29.000000,4.800000,21.157735,72.768778,21.177735,72.788778,21-03-2022,11:20,11:35,Windy,High,0,Meal,motorcycle,1.000000,No,Metropolitian
8510,0x26bf,JAPRES02DEL01,27.000000,4.800000,26.914142,75.805704,26.924142,75.815704,30-03-2022,11:60,12:05,Stormy,High,2,Meal,electric_scooter,1.000000,No,Metropolitian
8511,0x6b9a,BANGRES04DEL03,32.000000,4.000000,12.980410,77.640489,13.010410,77.670489,01-03-2022,21:20,21:35,Stormy,Jam,0,Snack,motorcycle,1.000000,No,Metropolitian
8512,0x3df5,JAPRES09DEL01,20.000000,4.500000,26.911378,75.789034,26.981378,75.859034,06-04-2022,17:55,17:60,Windy,Medium,1,Snack,motorcycle,1.000000,No,Metropolitian
8513,0x76f0,HYDRES09DEL01,21.000000,4.800000,17.431668,78.408321,17.501668,78.478321,14-03-2022,21:15,21:20,Fog,Jam,0,Meal,motorcycle,2.000000,No,Urban
8514,0x5e59,MUMRES07DEL01,39.000000,4.200000,19.091458,72.827808,19.131458,72.867808,13-03-2022,12:25,12:40,Cloudy,High,0,Buffet,motorcycle,1.000000,No,Metropolitian
8515,0xb80c,PUNERES19DEL01,33.000000,4.800000,18.563934,73.915367,18.603935,73.955367,01-03-2022,14:15,14:25,Cloudy,High,2,Drinks,scooter,0.000000,No,Metropolitian
8516,0xd1c3,KOLRES18DEL02,37.000000,4.600000,22.569367,88.433187,22.589367,88.453187,11-02-2022,8:35,8:40,Cloudy,Low,2,Snack,motorcycle,0.000000,No,Urban
8517,0x9101,CHENRES04DEL03,31.000000,5.000000,13.029780,80.208812,13.089780,80.268812,01-03-2022,17:40,17:55,Sunny,Medium,0,Meal,motorcycle,1.000000,No,Metropolitian
8518,0x987c,MYSRES05DEL03,28.000000,4.000000,12.323978,76.627961,12.413978,76.717961,04-04-2022,19:30,19:35,Fog,Jam,2,Buffet,scooter,1.000000,No,Metropolitian
8519,0x48e0,CHENRES06DEL01,21.000000,4.900000,13.054347,80.257221,13.094347,80.297221,01-04-2022,14:50,15:05,Sunny,High,2,Buffet,electric_scooter,1.000000,No,Metropolitian
8520,0xb5f,CHENRES02DEL01,35.000000,4.800000,13.086438,80.220672,13.126439,80.260672,15-03-2022,12:25,12:40,Stormy,High,1,Buffet,scooter,1.000000,No,Urban
8521,0xd2dd,DEHRES08DEL02,20.000000,4.600000,30.359722,78.067079,30.409722,78.117079,11-02-2022,20:25,20:30,Sunny,Jam,1,Meal,motorcycle,0.000000,No,Urban
8522,0xcfe0,BHPRES14DEL03,39.00,4.60,0.00,0.00,0.03,0.03,17-02-2022,18:15,18:30,Fog,Medium,2,Drinks,electric_scooter,1.00,No,Metropolitian
8523,0xc5a9,BHPRES010DEL01,29.000000,4.800000,23.266261,77.379605,23.336261,77.449605,14-02-2022,21:55,22:10,Sandstorms,Jam,2,Buffet,scooter,0.000000,No,Urban
8524,0x977,SURRES17DEL03,38.000000,4.900000,21.149569,72.772697,21.209569,72.832697,03-03-2022,23:30,23:40,Cloudy,Low,0,Buffet,motorcycle,1.000000,No,Urban
8525,0xc953,BHPRES06DEL03,31.000000,4.600000,23.232357,77.429989,23.262357,77.459989,17-02-2022,17:35,17:50,Sandstorms,Medium,1,Snack,motorcycle,0.000000,No,Metropolitian
8526,0x9284,SURRES07DEL02,20.000000,4.800000,21.170798,72.790489,21.190798,72.810489,19-03-2022,9:40,9:50,Sunny,Low,2,Snack,scooter,1.000000,No,Metropolitian
8527,0x106a,MUMRES11DEL03,NaN,NaN,18.994237,72.825553,19.024237,72.855553,19-03-2022,NaN,22:45,Stormy,Low,1,Buffet,motorcycle,NaN,No,Metropolitian
8528,0x23bb,RANCHIRES19DEL01,27.000000,4.700000,23.333017,85.317200,23.373017,85.357200,05-03-2022,14:15,14:20,Stormy,High,2,Snack,motorcycle,1.000000,No,Urban
8529,0x1c1a,VADRES09DEL01,33.00,4.70,0.00,0.00,0.04,0.04,19-03-2022,14:20,14:25,Fog,High,0,Snack,motorcycle,1.00,No,Metropolitian
8530,0x1ed0,HYDRES08DEL02,NaN,NaN,17.438263,78.397865,17.458263,78.417865,01-04-2022,10:30,10:35,Stormy,Low,1,Buffet,scooter,1.000000,No,Metropolitian
8531,0xa492,COIMBRES14DEL01,25.000000,4.300000,11.003681,76.975525,11.113681,77.085525,29-03-2022,19:55,20:10,Sandstorms,Jam,0,Meal,motorcycle,1.000000,No,Metropolitian
8532,0x12cd,RANCHIRES01DEL02,20.000000,4.700000,23.416792,85.316842,23.496792,85.396842,23-03-2022,17:60,18:10,Windy,Medium,2,Buffet,electric_scooter,1.000000,No,NaN
8533,0x8549,JAPRES04DEL01,27.000000,4.700000,26.902328,75.794257,26.972328,75.864257,25-03-2022,17:60,18:15,Sunny,Medium,1,Snack,scooter,NaN,No,Metropolitian
8534,0x15e5,BANGRES08DEL01,35.000000,4.500000,12.906229,77.596791,12.976229,77.666791,18-03-2022,20:40,20:50,Sandstorms,Jam,1,Meal,scooter,2.000000,No,Metropolitian
8535,0x14be,PUNERES05DEL01,24.000000,4.600000,18.543626,73.905101,18.583626,73.945101,07-03-2022,14:50,14:60,Windy,High,0,Snack,motorcycle,1.000000,No,Metropolitian
8536,0x9d1b,CHENRES02DEL03,20.000000,4.500000,13.086438,80.220672,13.116438,80.250672,11-03-2022,19:35,19:40,Cloudy,Jam,1,Snack,scooter,1.000000,No,Metropolitian
8537,0xc36a,LUDHRES08DEL02,NaN,NaN,30.899992,75.831338,31.029992,75.961338,12-02-2022,NaN,23:45,NaN,NaN,3,Buffet,motorcycle,0.000000,No,Metropolitian
8538,0x8732,BANGRES01DEL02,32.000000,4.800000,12.933284,77.615428,12.983284,77.665428,01-04-2022,18:55,18:60,Cloudy,Medium,2,Drinks,scooter,1.000000,No,Metropolitian
8539,0x1593,CHENRES20DEL02,38.000000,4.900000,12.975996,80.221898,13.105996,80.351898,04-03-2022,19:30,19:35,Sunny,Jam,0,Drinks,motorcycle,1.000000,No,Metropolitian
8540,0x6916,CHENRES05DEL01,20.000000,4.900000,13.058616,80.264151,13.128616,80.334151,10-03-2022,17:15,17:20,Windy,Medium,0,Snack,motorcycle,0.000000,No,Metropolitian
8541,0x1f24,INDORES07DEL02,24.000000,4.700000,22.722634,75.886959,22.802634,75.966959,14-03-2022,22:10,22:15,Sandstorms,Low,1,Drinks,scooter,0.000000,No,Urban
8542,0x5bf8,RANCHIRES010DEL03,21.000000,4.300000,23.354422,85.332900,23.444422,85.422900,25-03-2022,19:60,20:10,Cloudy,Jam,1,Drinks,motorcycle,1.000000,No,Metropolitian
8543,0xaeca,JAPRES02DEL02,23.000000,4.100000,26.914142,75.805704,26.994142,75.885704,27-03-2022,21:20,21:35,Cloudy,Jam,2,Meal,motorcycle,1.000000,No,Metropolitian
8544,0xa336,CHENRES14DEL02,39.000000,5.000000,13.026279,80.174568,13.156279,80.304568,04-03-2022,23:10,23:20,Sandstorms,Low,0,Meal,motorcycle,0.000000,No,Metropolitian
8545,0x48ff,JAPRES02DEL01,38.000000,3.900000,26.914142,75.805704,26.984142,75.875704,18-03-2022,18:15,18:30,Sandstorms,Medium,1,Snack,scooter,1.000000,No,Metropolitian
8546,0x276d,RANCHIRES12DEL01,22.00,4.60,0.00,0.00,0.04,0.04,09-03-2022,12:35,12:40,Cloudy,High,0,Snack,motorcycle,1.00,No,Metropolitian
8547,0x7007,SURRES02DEL03,39.000000,4.200000,21.186608,72.794136,21.246608,72.854136,24-03-2022,18:45,18:50,Cloudy,Medium,0,Drinks,motorcycle,0.000000,No,Urban
8548,0x3512,COIMBRES09DEL02,32.000000,4.300000,11.008638,76.984311,11.138638,77.114311,31-03-2022,19:30,19:45,Fog,Jam,2,Buffet,motorcycle,1.000000,No,Metropolitian
8549,0x702a,MYSRES20DEL02,39.000000,4.700000,12.337978,76.616792,12.467978,76.746792,06-03-2022,23:10,23:25,Cloudy,Low,2,Buffet,electric_scooter,1.000000,No,Metropolitian
8550,0x5c5f,VADRES18DEL02,21.00,4.00,0.00,0.00,0.08,0.08,08-03-2022,20:25,20:40,Fog,Jam,2,Buffet,scooter,2.00,No,Metropolitian
8551,0x7d21,JAPRES17DEL03,32.000000,4.700000,26.892312,75.806896,26.952313,75.866896,13-03-2022,19:35,19:40,Fog,Jam,1,Snack,motorcycle,1.000000,No,Metropolitian
8552,0x14d2,INDORES18DEL02,22.000000,4.800000,22.753839,75.897429,22.883838,76.027429,20-03-2022,20:45,20:55,Fog,Jam,0,Snack,motorcycle,0.000000,Yes,Metropolitian
8553,0xa07b,BANGRES12DEL03,30.000000,4.900000,12.939496,77.625999,12.969496,77.655999,07-03-2022,23:10,23:15,Windy,Low,1,Buffet,scooter,NaN,No,Metropolitian
8554,0x5ef1,SURRES18DEL03,26.000000,4.700000,21.149834,72.778666,21.239834,72.868666,18-03-2022,20:60,21:15,Fog,Jam,1,Buffet,motorcycle,1.000000,No,Metropolitian
